,sim_name,method,expected_theta,theta_prom,error,est_theta_list,room.t60,mic_array.d,mic_array.position,source.position
119,"sim_T0.20s_d0.1_s[6.0,9.0,1.0]_m[7.0,6.0,1.0]",HT,75.069,73.843,5e-05,"[0.0, 77.62, 73.39, 70.52]",0.2,0.1,"[6, 9, 1]","[7, 6, 1]"
120,"sim_T0.20s_d0.1_s[6.0,5.0,1.0]_m[9.0,8.0,1.0]",Classic,46.975,49.563,0.00021,"[0.0, 55.13, 47.25, 46.31]",0.2,0.1,"[6, 5, 1]","[9, 8, 1]"
121,"sim_T0.20s_d0.1_s[6.0,5.0,1.0]_m[9.0,8.0,1.0]",ROTH,46.975,47.843,2e-05,"[0.0, 49.97, 47.25, 46.31]",0.2,0.1,"[6, 5, 1]","[9, 8, 1]"
122,"sim_T0.20s_d0.1_s[6.0,5.0,1.0]_m[9.0,8.0,1.0]",PHAT,46.975,47.843,2e-05,"[0.0, 49.97, 47.25, 46.31]",0.2,0.1,"[6, 5, 1]","[9, 8, 1]"
123,"sim_T0.20s_d0.1_s[6.0,5.0,1.0]_m[9.0,8.0,1.0]",SCOT,46.975,47.843,2e-05,"[0.0, 49.97, 47.25, 46.31]",0.2,0.1,"[6, 5, 1]","[9, 8, 1]"
124,"sim_T0.20s_d0.1_s[6.0,5.0,1.0]_m[9.0,8.0,1.0]",ECKART,46.975,53.153,0.00118,"[0.0, 55.13, 52.6, 51.73]",0.2,0.1,"[6, 5, 1]","[9, 8, 1]"
125,"sim_T0.20s_d0.1_s[6.0,5.0,1.0]_m[9.0,8.0,1.0]",HT,46.975,47.843,2e-05,"[0.0, 49.97, 47.25, 46.31]",0.2,0.1,"[6, 5, 1]","[9, 8, 1]"
126,"sim_T0.20s_d0.1_s[6.0,5.0,1.0]_m[5.0,5.0,1.0]",Classic,180.0,180.0,0.0,"[0.0, 180.0, 180.0, 180.0]",0.2,0.1,"[6, 5, 1]","[5, 5, 1]"
127,"sim_T0.20s_d0.1_s[6.0,5.0,1.0]_m[5.0,5.0,1.0]",ROTH,180.0,180.0,0.0,"[0.0, 180.0, 180.0, 180.0]",0.2,0.1,"[6, 5, 1]","[5, 5, 1]"
128,"sim_T0.20s_d0.1_s[6.0,5.0,1.0]_m[5.0,5.0,1.0]",PHAT,180.0,180.0,0.0,"[0.0, 180.0, 180.0, 180.0]",0.2,0.1,"[6, 5, 1]","[5, 5, 1]"
129,"sim_T0.20s_d0.1_s[6.0,5.0,1.0]_m[5.0,5.0,1.0]",SCOT,180.0,180.0,0.0,"[0.0, 180.0, 180.0, 180.0]",0.2,0.1,"[6, 5, 1]","[5, 5, 1]"
130,"sim_T0.20s_d0.1_s[6.0,5.0,1.0]_m[5.0,5.0,1.0]",ECKART,180.0,169.017,0.00372,"[0.0, 180.0, 164.73, 162.32]",0.2,0.1,"[6, 5, 1]","[5, 5, 1]"
131,"sim_T0.20s_d0.1_s[6.0,5.0,1.0]_m[5.0,5.0,1.0]",HT,180.0,180.0,0.0,"[0.0, 180.0, 180.0, 180.0]",0.2,0.1,"[6, 5, 1]","[5, 5, 1]"
132,"sim_T0.20s_d0.1_s[6.0,5.0,1.0]_m[5.0,4.0,1.0]",Classic,140.19400000000002,134.35,0.00105,"[0.0, 135.61, 135.61, 131.83]",0.2,0.1,"[6, 5, 1]","[5, 4, 1]"
133,"sim_T0.20s_d0.1_s[6.0,5.0,1.0]_m[5.0,4.0,1.0]",ROTH,140.19400000000002,136.42,0.00044,"[0.0, 141.82, 135.61, 131.83]",0.2,0.1,"[6, 5, 1]","[5, 4, 1]"
134,"sim_T0.20s_d0.1_s[6.0,5.0,1.0]_m[5.0,4.0,1.0]",PHAT,140.19400000000002,136.42,0.00044,"[0.0, 141.82, 135.61, 131.83]",0.2,0.1,"[6, 5, 1]","[5, 4, 1]"
135,"sim_T0.20s_d0.1_s[6.0,5.0,1.0]_m[5.0,4.0,1.0]",SCOT,140.19400000000002,136.42,0.00044,"[0.0, 141.82, 135.61, 131.83]",0.2,0.1,"[6, 5, 1]","[5, 4, 1]"
136,"sim_T0.20s_d0.1_s[6.0,5.0,1.0]_m[5.0,4.0,1.0]",ECKART,140.19400000000002,127.993,0.00459,"[0.0, 130.03, 127.4, 126.55]",0.2,0.1,"[6, 5, 1]","[5, 4, 1]"
137,"sim_T0.20s_d0.1_s[6.0,5.0,1.0]_m[5.0,4.0,1.0]",HT,140.19400000000002,136.42,0.00044,"[0.0, 141.82, 135.61, 131.83]",0.2,0.1,"[6, 5, 1]","[5, 4, 1]"
138,"sim_T0.20s_d0.1_s[6.0,5.0,1.0]_m[7.0,5.0,1.0]",Classic,0.0,16.473,0.00838,"[0.0, 21.73, 15.27, 12.42]",0.2,0.1,"[6, 5, 1]","[7, 5, 1]"
139,"sim_T0.20s_d0.1_s[6.0,5.0,1.0]_m[7.0,5.0,1.0]",ROTH,0.0,16.473,0.00838,"[0.0, 21.73, 15.27, 12.42]",0.2,0.1,"[6, 5, 1]","[7, 5, 1]"
140,"sim_T0.20s_d0.1_s[6.0,5.0,1.0]_m[7.0,5.0,1.0]",PHAT,0.0,16.473,0.00838,"[0.0, 21.73, 15.27, 12.42]",0.2,0.1,"[6, 5, 1]","[7, 5, 1]"
141,"sim_T0.20s_d0.1_s[6.0,5.0,1.0]_m[7.0,5.0,1.0]",SCOT,0.0,16.473,0.00838,"[0.0, 21.73, 15.27, 12.42]",0.2,0.1,"[6, 5, 1]","[7, 5, 1]"
142,"sim_T0.20s_d0.1_s[6.0,5.0,1.0]_m[7.0,5.0,1.0]",ECKART,0.0,27.613,0.02353,"[0.0, 30.96, 26.72, 25.16]",0.2,0.1,"[6, 5, 1]","[7, 5, 1]"
143,"sim_T0.20s_d0.1_s[6.0,5.0,1.0]_m[7.0,5.0,1.0]",HT,0.0,16.473,0.00838,"[0.0, 21.73, 15.27, 12.42]",0.2,0.1,"[6, 5, 1]","[7, 5, 1]"
144,"sim_T0.20s_d0.1_s[6.0,5.0,1.0]_m[7.0,6.0,1.0]",Classic,51.34,46.25,0.0008,"[0.0, 49.97, 44.39, 44.39]",0.2,0.1,"[6, 5, 1]","[7, 6, 1]"
145,"sim_T0.20s_d0.1_s[6.0,5.0,1.0]_m[7.0,6.0,1.0]",ROTH,51.34,45.587,0.00102,"[0.0, 49.97, 44.39, 42.4]",0.2,0.1,"[6, 5, 1]","[7, 6, 1]"
146,"sim_T0.20s_d0.1_s[6.0,5.0,1.0]_m[7.0,6.0,1.0]",PHAT,51.34,45.587,0.00102,"[0.0, 49.97, 44.39, 42.4]",0.2,0.1,"[6, 5, 1]","[7, 6, 1]"
147,"sim_T0.20s_d0.1_s[6.0,5.0,1.0]_m[7.0,6.0,1.0]",SCOT,51.34,45.587,0.00102,"[0.0, 49.97, 44.39, 42.4]",0.2,0.1,"[6, 5, 1]","[7, 6, 1]"
148,"sim_T0.20s_d0.1_s[6.0,5.0,1.0]_m[7.0,6.0,1.0]",ECKART,51.34,51.09,0.0,"[0.0, 55.13, 49.97, 48.17]",0.2,0.1,"[6, 5, 1]","[7, 6, 1]"
149,"sim_T0.20s_d0.1_s[6.0,5.0,1.0]_m[7.0,6.0,1.0]",HT,51.34,45.587,0.00102,"[0.0, 49.97, 44.39, 42.4]",0.2,0.1,"[6, 5, 1]","[7, 6, 1]"
150,"sim_T0.20s_d0.3_s[9.0,0.0,1.0]_m[9.0,8.0,1.0]",Classic,85.355,88.39,0.00028,"[0.0, 90.0, 88.11, 87.06]",0.2,0.325,"[9, 0, 1]","[9, 8, 1]"
151,"sim_T0.20s_d0.3_s[9.0,0.0,1.0]_m[9.0,8.0,1.0]",ROTH,85.355,88.39,0.00028,"[0.0, 90.0, 88.11, 87.06]",0.2,0.325,"[9, 0, 1]","[9, 8, 1]"
152,"sim_T0.20s_d0.3_s[9.0,0.0,1.0]_m[9.0,8.0,1.0]",PHAT,85.355,88.39,0.00028,"[0.0, 90.0, 88.11, 87.06]",0.2,0.325,"[9, 0, 1]","[9, 8, 1]"
153,"sim_T0.20s_d0.3_s[9.0,0.0,1.0]_m[9.0,8.0,1.0]",SCOT,85.355,88.39,0.00028,"[0.0, 90.0, 88.11, 87.06]",0.2,0.325,"[9, 0, 1]","[9, 8, 1]"
154,"sim_T0.20s_d0.3_s[9.0,0.0,1.0]_m[9.0,8.0,1.0]",ECKART,85.355,87.477,0.00014,"[0.0, 90.0, 87.48, 84.95]",0.2,0.325,"[9, 0, 1]","[9, 8, 1]"
155,"sim_T0.20s_d0.3_s[9.0,0.0,1.0]_m[9.0,8.0,1.0]",HT,85.355,88.39,0.00028,"[0.0, 90.0, 88.11, 87.06]",0.2,0.325,"[9, 0, 1]","[9, 8, 1]"
156,"sim_T0.20s_d0.3_s[9.0,0.0,1.0]_m[5.0,5.0,1.0]",Classic,132.923,126.6,0.00123,"[0.0, 128.0, 126.42, 125.38]",0.2,0.325,"[9, 0, 1]","[5, 5, 1]"
157,"sim_T0.20s_d0.3_s[9.0,0.0,1.0]_m[5.0,5.0,1.0]",ROTH,132.923,127.4,0.00094,"[0.0, 129.62, 127.2, 125.38]",0.2,0.325,"[9, 0, 1]","[5, 5, 1]"
158,"sim_T0.20s_d0.3_s[9.0,0.0,1.0]_m[5.0,5.0,1.0]",PHAT,132.923,127.4,0.00094,"[0.0, 129.62, 127.2, 125.38]",0.2,0.325,"[9, 0, 1]","[5, 5, 1]"
159,"sim_T0.20s_d0.3_s[9.0,0.0,1.0]_m[5.0,5.0,1.0]",SCOT,132.923,127.4,0.00094,"[0.0, 129.62, 127.2, 125.38]",0.2,0.325,"[9, 0, 1]","[5, 5, 1]"
160,"sim_T0.20s_d0.3_s[9.0,0.0,1.0]_m[5.0,5.0,1.0]",ECKART,132.923,124.71,0.00208,"[0.0, 124.87, 126.42, 122.84]",0.2,0.325,"[9, 0, 1]","[5, 5, 1]"
161,"sim_T0.20s_d0.3_s[9.0,0.0,1.0]_m[5.0,5.0,1.0]",HT,132.923,127.4,0.00094,"[0.0, 129.62, 127.2, 125.38]",0.2,0.325,"[9, 0, 1]","[5, 5, 1]"
162,"sim_T0.20s_d0.3_s[9.0,0.0,1.0]_m[5.0,4.0,1.0]",Classic,139.297,132.987,0.00123,"[0.0, 134.72, 132.97, 131.27]",0.2,0.325,"[9, 0, 1]","[5, 4, 1]"
163,"sim_T0.20s_d0.3_s[9.0,0.0,1.0]_m[5.0,4.0,1.0]",ROTH,139.297,133.173,0.00116,"[0.0, 134.72, 132.97, 131.83]",0.2,0.325,"[9, 0, 1]","[5, 4, 1]"
164,"sim_T0.20s_d0.3_s[9.0,0.0,1.0]_m[5.0,4.0,1.0]",PHAT,139.297,133.173,0.00116,"[0.0, 134.72, 132.97, 131.83]",0.2,0.325,"[9, 0, 1]","[5, 4, 1]"
165,"sim_T0.20s_d0.3_s[9.0,0.0,1.0]_m[5.0,4.0,1.0]",SCOT,139.297,133.173,0.00116,"[0.0, 134.72, 132.97, 131.83]",0.2,0.325,"[9, 0, 1]","[5, 4, 1]"
166,"sim_T0.20s_d0.3_s[9.0,0.0,1.0]_m[5.0,4.0,1.0]",ECKART,139.297,128.563,0.00356,"[0.0, 126.42, 131.27, 128.0]",0.2,0.325,"[9, 0, 1]","[5, 4, 1]"
167,"sim_T0.20s_d0.3_s[9.0,0.0,1.0]_m[5.0,4.0,1.0]",HT,139.297,133.173,0.00116,"[0.0, 134.72, 132.97, 131.83]",0.2,0.325,"[9, 0, 1]","[5, 4, 1]"
168,"sim_T0.20s_d0.3_s[9.0,0.0,1.0]_m[7.0,5.0,1.0]",Classic,117.924,108.747,0.0026,"[0.0, 110.6, 108.59, 107.05]",0.2,0.325,"[9, 0, 1]","[7, 5, 1]"
169,"sim_T0.20s_d0.3_s[9.0,0.0,1.0]_m[7.0,5.0,1.0]",ROTH,117.924,109.42,0.00223,"[0.0, 111.95, 109.26, 107.05]",0.2,0.325,"[9, 0, 1]","[7, 5, 1]"
170,"sim_T0.20s_d0.3_s[9.0,0.0,1.0]_m[7.0,5.0,1.0]",PHAT,117.924,109.42,0.00223,"[0.0, 111.95, 109.26, 107.05]",0.2,0.325,"[9, 0, 1]","[7, 5, 1]"
171,"sim_T0.20s_d0.3_s[9.0,0.0,1.0]_m[7.0,5.0,1.0]",SCOT,117.924,109.42,0.00223,"[0.0, 111.95, 109.26, 107.05]",0.2,0.325,"[9, 0, 1]","[7, 5, 1]"
172,"sim_T0.20s_d0.3_s[9.0,0.0,1.0]_m[7.0,5.0,1.0]",ECKART,117.924,104.0,0.00598,"[0.0, 104.0, 102.7, 105.3]",0.2,0.325,"[9, 0, 1]","[7, 5, 1]"
173,"sim_T0.20s_d0.3_s[9.0,0.0,1.0]_m[7.0,5.0,1.0]",HT,117.924,109.42,0.00223,"[0.0, 111.95, 109.26, 107.05]",0.2,0.325,"[9, 0, 1]","[7, 5, 1]"
174,"sim_T0.20s_d0.3_s[9.0,0.0,1.0]_m[7.0,6.0,1.0]",Classic,113.829,105.663,0.00206,"[0.0, 106.61, 105.95, 104.43]",0.2,0.325,"[9, 0, 1]","[7, 6, 1]"
175,"sim_T0.20s_d0.3_s[9.0,0.0,1.0]_m[7.0,6.0,1.0]",ROTH,113.829,106.103,0.00184,"[0.0, 107.93, 105.95, 104.43]",0.2,0.325,"[9, 0, 1]","[7, 6, 1]"
176,"sim_T0.20s_d0.3_s[9.0,0.0,1.0]_m[7.0,6.0,1.0]",PHAT,113.829,106.103,0.00184,"[0.0, 107.93, 105.95, 104.43]",0.2,0.325,"[9, 0, 1]","[7, 6, 1]"
177,"sim_T0.20s_d0.3_s[9.0,0.0,1.0]_m[7.0,6.0,1.0]",SCOT,113.829,106.103,0.00184,"[0.0, 107.93, 105.95, 104.43]",0.2,0.325,"[9, 0, 1]","[7, 6, 1]"
178,"sim_T0.20s_d0.3_s[9.0,0.0,1.0]_m[7.0,6.0,1.0]",ECKART,113.829,102.99,0.00363,"[0.0, 102.7, 101.41, 104.86]",0.2,0.325,"[9, 0, 1]","[7, 6, 1]"
179,"sim_T0.20s_d0.3_s[9.0,0.0,1.0]_m[7.0,6.0,1.0]",HT,113.829,106.103,0.00184,"[0.0, 107.93, 105.95, 104.43]",0.2,0.325,"[9, 0, 1]","[7, 6, 1]"
180,"sim_T0.20s_d0.3_s[6.0,0.0,1.0]_m[9.0,8.0,1.0]",Classic,73.63,68.87,0.0007,"[0.0, 70.74, 68.73, 67.14]",0.2,0.325,"[6, 0, 1]","[9, 8, 1]"
181,"sim_T0.20s_d0.3_s[6.0,0.0,1.0]_m[9.0,8.0,1.0]",ROTH,73.63,86.27,0.00493,"[0.0, 69.4, 68.05, 121.36]",0.2,0.325,"[6, 0, 1]","[9, 8, 1]"
182,"sim_T0.20s_d0.3_s[6.0,0.0,1.0]_m[9.0,8.0,1.0]",PHAT,73.63,68.197,0.00091,"[0.0, 69.4, 68.05, 67.14]",0.2,0.325,"[6, 0, 1]","[9, 8, 1]"
183,"sim_T0.20s_d0.3_s[6.0,0.0,1.0]_m[9.0,8.0,1.0]",SCOT,73.63,68.197,0.00091,"[0.0, 69.4, 68.05, 67.14]",0.2,0.325,"[6, 0, 1]","[9, 8, 1]"
184,"sim_T0.20s_d0.3_s[6.0,0.0,1.0]_m[9.0,8.0,1.0]",ECKART,73.63,68.87,0.0007,"[0.0, 70.74, 68.73, 67.14]",0.2,0.325,"[6, 0, 1]","[9, 8, 1]"
185,"sim_T0.20s_d0.3_s[6.0,0.0,1.0]_m[9.0,8.0,1.0]",HT,73.63,68.643,0.00077,"[0.0, 70.74, 68.05, 67.14]",0.2,0.325,"[6, 0, 1]","[9, 8, 1]"
186,"sim_T0.20s_d0.3_s[6.0,0.0,1.0]_m[5.0,5.0,1.0]",Classic,108.263,98.08,0.0032,"[0.0, 100.13, 98.22, 95.89]",0.2,0.325,"[6, 0, 1]","[5, 5, 1]"
187,"sim_T0.20s_d0.3_s[6.0,0.0,1.0]_m[5.0,5.0,1.0]",ROTH,108.263,98.22,0.00311,"[0.0, 100.13, 98.22, 96.31]",0.2,0.325,"[6, 0, 1]","[5, 5, 1]"
188,"sim_T0.20s_d0.3_s[6.0,0.0,1.0]_m[5.0,5.0,1.0]",PHAT,108.263,98.22,0.00311,"[0.0, 100.13, 98.22, 96.31]",0.2,0.325,"[6, 0, 1]","[5, 5, 1]"
189,"sim_T0.20s_d0.3_s[6.0,0.0,1.0]_m[5.0,5.0,1.0]",SCOT,108.263,98.22,0.00311,"[0.0, 100.13, 98.22, 96.31]",0.2,0.325,"[6, 0, 1]","[5, 5, 1]"
190,"sim_T0.20s_d0.3_s[6.0,0.0,1.0]_m[5.0,5.0,1.0]",ECKART,108.263,97.58,0.00352,"[0.0, 98.85, 97.58, 96.31]",0.2,0.325,"[6, 0, 1]","[5, 5, 1]"
191,"sim_T0.20s_d0.3_s[6.0,0.0,1.0]_m[5.0,5.0,1.0]",HT,108.263,98.22,0.00311,"[0.0, 100.13, 98.22, 96.31]",0.2,0.325,"[6, 0, 1]","[5, 5, 1]"
192,"sim_T0.20s_d0.3_s[6.0,0.0,1.0]_m[5.0,4.0,1.0]",Classic,112.416,100.137,0.00465,"[0.0, 102.7, 100.13, 97.58]",0.2,0.325,"[6, 0, 1]","[5, 4, 1]"
193,"sim_T0.20s_d0.3_s[6.0,0.0,1.0]_m[5.0,4.0,1.0]",ROTH,112.416,100.137,0.00465,"[0.0, 102.7, 100.13, 97.58]",0.2,0.325,"[6, 0, 1]","[5, 4, 1]"
194,"sim_T0.20s_d0.3_s[6.0,0.0,1.0]_m[5.0,4.0,1.0]",PHAT,112.416,100.137,0.00465,"[0.0, 102.7, 100.13, 97.58]",0.2,0.325,"[6, 0, 1]","[5, 4, 1]"
195,"sim_T0.20s_d0.3_s[6.0,0.0,1.0]_m[5.0,4.0,1.0]",SCOT,112.416,100.137,0.00465,"[0.0, 102.7, 100.13, 97.58]",0.2,0.325,"[6, 0, 1]","[5, 4, 1]"
196,"sim_T0.20s_d0.3_s[6.0,0.0,1.0]_m[5.0,4.0,1.0]",ECKART,112.416,99.707,0.00499,"[0.0, 101.41, 100.13, 97.58]",0.2,0.325,"[6, 0, 1]","[5, 4, 1]"
197,"sim_T0.20s_d0.3_s[6.0,0.0,1.0]_m[5.0,4.0,1.0]",HT,112.416,100.137,0.00465,"[0.0, 102.7, 100.13, 97.58]",0.2,0.325,"[6, 0, 1]","[5, 4, 1]"
198,"sim_T0.20s_d0.3_s[6.0,0.0,1.0]_m[7.0,5.0,1.0]",Classic,85.996,76.287,0.00291,"[0.0, 78.59, 76.0, 74.27]",0.2,0.325,"[6, 0, 1]","[7, 5, 1]"
199,"sim_T0.20s_d0.3_s[6.0,0.0,1.0]_m[7.0,5.0,1.0]",ROTH,85.996,76.14,0.003,"[0.0, 78.59, 76.0, 73.83]",0.2,0.325,"[6, 0, 1]","[7, 5, 1]"
200,"sim_T0.20s_d0.3_s[6.0,0.0,1.0]_m[7.0,5.0,1.0]",PHAT,85.996,76.14,0.003,"[0.0, 78.59, 76.0, 73.83]",0.2,0.325,"[6, 0, 1]","[7, 5, 1]"
201,"sim_T0.20s_d0.3_s[6.0,0.0,1.0]_m[7.0,5.0,1.0]",SCOT,85.996,76.14,0.003,"[0.0, 78.59, 76.0, 73.83]",0.2,0.325,"[6, 0, 1]","[7, 5, 1]"
202,"sim_T0.20s_d0.3_s[6.0,0.0,1.0]_m[7.0,5.0,1.0]",ECKART,85.996,77.573,0.00219,"[0.0, 81.15, 77.3, 74.27]",0.2,0.325,"[6, 0, 1]","[7, 5, 1]"
203,"sim_T0.20s_d0.3_s[6.0,0.0,1.0]_m[7.0,5.0,1.0]",HT,85.996,76.14,0.003,"[0.0, 78.59, 76.0, 73.83]",0.2,0.325,"[6, 0, 1]","[7, 5, 1]"
204,"sim_T0.20s_d0.3_s[6.0,0.0,1.0]_m[7.0,6.0,1.0]",Classic,86.662,78.87,0.00187,"[0.0, 81.15, 78.59, 76.87]",0.2,0.325,"[6, 0, 1]","[7, 6, 1]"
205,"sim_T0.20s_d0.3_s[6.0,0.0,1.0]_m[7.0,6.0,1.0]",ROTH,86.662,78.083,0.00227,"[0.0, 79.87, 77.94, 76.44]",0.2,0.325,"[6, 0, 1]","[7, 6, 1]"
206,"sim_T0.20s_d0.3_s[6.0,0.0,1.0]_m[7.0,6.0,1.0]",PHAT,86.662,78.3,0.00216,"[0.0, 79.87, 78.59, 76.44]",0.2,0.325,"[6, 0, 1]","[7, 6, 1]"
207,"sim_T0.20s_d0.3_s[6.0,0.0,1.0]_m[7.0,6.0,1.0]",SCOT,86.662,78.3,0.00216,"[0.0, 79.87, 78.59, 76.44]",0.2,0.325,"[6, 0, 1]","[7, 6, 1]"
208,"sim_T0.20s_d0.3_s[6.0,0.0,1.0]_m[7.0,6.0,1.0]",ECKART,86.662,80.787,0.00107,"[0.0, 83.69, 80.51, 78.16]",0.2,0.325,"[6, 0, 1]","[7, 6, 1]"
209,"sim_T0.20s_d0.3_s[6.0,0.0,1.0]_m[7.0,6.0,1.0]",HT,86.662,78.3,0.00216,"[0.0, 79.87, 78.59, 76.44]",0.2,0.325,"[6, 0, 1]","[7, 6, 1]"
210,"sim_T0.20s_d0.3_s[9.0,7.0,1.0]_m[9.0,8.0,1.0]",Classic,56.976,74.167,0.00912,"[0.0, 82.42, 73.39, 66.69]",0.2,0.325,"[9, 7, 1]","[9, 8, 1]"
211,"sim_T0.20s_d0.3_s[9.0,7.0,1.0]_m[9.0,8.0,1.0]",ROTH,56.976,74.167,0.00912,"[0.0, 82.42, 73.39, 66.69]",0.2,0.325,"[9, 7, 1]","[9, 8, 1]"
212,"sim_T0.20s_d0.3_s[9.0,7.0,1.0]_m[9.0,8.0,1.0]",PHAT,56.976,74.167,0.00912,"[0.0, 82.42, 73.39, 66.69]",0.2,0.325,"[9, 7, 1]","[9, 8, 1]"
213,"sim_T0.20s_d0.3_s[9.0,7.0,1.0]_m[9.0,8.0,1.0]",SCOT,56.976,74.167,0.00912,"[0.0, 82.42, 73.39, 66.69]",0.2,0.325,"[9, 7, 1]","[9, 8, 1]"
214,"sim_T0.20s_d0.3_s[9.0,7.0,1.0]_m[9.0,8.0,1.0]",ECKART,56.976,73.62,0.00855,"[0.0, 79.87, 73.39, 67.6]",0.2,0.325,"[9, 7, 1]","[9, 8, 1]"
215,"sim_T0.20s_d0.3_s[9.0,7.0,1.0]_m[9.0,8.0,1.0]",HT,56.976,74.167,0.00912,"[0.0, 82.42, 73.39, 66.69]",0.2,0.325,"[9, 7, 1]","[9, 8, 1]"
216,"sim_T0.20s_d0.3_s[9.0,7.0,1.0]_m[5.0,5.0,1.0]",Classic,156.727,152.213,0.00063,"[0.0, 154.35, 151.58, 150.71]",0.2,0.325,"[9, 7, 1]","[5, 5, 1]"
217,"sim_T0.20s_d0.3_s[9.0,7.0,1.0]_m[5.0,5.0,1.0]",ROTH,156.727,152.663,0.00051,"[0.0, 154.35, 152.93, 150.71]",0.2,0.325,"[9, 7, 1]","[5, 5, 1]"
218,"sim_T0.20s_d0.3_s[9.0,7.0,1.0]_m[5.0,5.0,1.0]",PHAT,156.727,152.663,0.00051,"[0.0, 154.35, 152.93, 150.71]",0.2,0.325,"[9, 7, 1]","[5, 5, 1]"
219,"sim_T0.20s_d0.3_s[9.0,7.0,1.0]_m[5.0,5.0,1.0]",SCOT,156.727,152.663,0.00051,"[0.0, 154.35, 152.93, 150.71]",0.2,0.325,"[9, 7, 1]","[5, 5, 1]"
220,"sim_T0.20s_d0.3_s[9.0,7.0,1.0]_m[5.0,5.0,1.0]",ECKART,156.727,141.777,0.0069,"[0.0, 140.31, 143.37, 141.65]",0.2,0.325,"[9, 7, 1]","[5, 5, 1]"
221,"sim_T0.20s_d0.3_s[9.0,7.0,1.0]_m[5.0,5.0,1.0]",HT,156.727,152.663,0.00051,"[0.0, 154.35, 152.93, 150.71]",0.2,0.325,"[9, 7, 1]","[5, 5, 1]"
222,"sim_T0.20s_d0.3_s[9.0,7.0,1.0]_m[5.0,4.0,1.0]",Classic,147.171,141.1,0.00114,"[0.0, 142.33, 141.31, 139.66]",0.2,0.325,"[9, 7, 1]","[5, 4, 1]"
223,"sim_T0.20s_d0.3_s[9.0,7.0,1.0]_m[5.0,4.0,1.0]",ROTH,147.171,141.803,0.00089,"[0.0, 144.44, 141.31, 139.66]",0.2,0.325,"[9, 7, 1]","[5, 4, 1]"
224,"sim_T0.20s_d0.3_s[9.0,7.0,1.0]_m[5.0,4.0,1.0]",PHAT,147.171,141.803,0.00089,"[0.0, 144.44, 141.31, 139.66]",0.2,0.325,"[9, 7, 1]","[5, 4, 1]"
225,"sim_T0.20s_d0.3_s[9.0,7.0,1.0]_m[5.0,4.0,1.0]",SCOT,147.171,141.803,0.00089,"[0.0, 144.44, 141.31, 139.66]",0.2,0.325,"[9, 7, 1]","[5, 4, 1]"
226,"sim_T0.20s_d0.3_s[9.0,7.0,1.0]_m[5.0,4.0,1.0]",ECKART,147.171,136.217,0.0037,"[0.0, 136.52, 135.61, 136.52]",0.2,0.325,"[9, 7, 1]","[5, 4, 1]"
227,"sim_T0.20s_d0.3_s[9.0,7.0,1.0]_m[5.0,4.0,1.0]",HT,147.171,141.803,0.00089,"[0.0, 144.44, 141.31, 139.66]",0.2,0.325,"[9, 7, 1]","[5, 4, 1]"
228,"sim_T0.20s_d0.3_s[9.0,7.0,1.0]_m[7.0,5.0,1.0]",Classic,142.958,130.117,0.00509,"[0.0, 132.97, 130.44, 126.94]",0.2,0.325,"[9, 7, 1]","[7, 5, 1]"
229,"sim_T0.20s_d0.3_s[9.0,7.0,1.0]_m[7.0,5.0,1.0]",ROTH,142.958,130.7,0.00464,"[0.0, 134.72, 130.44, 126.94]",0.2,0.325,"[9, 7, 1]","[7, 5, 1]"
230,"sim_T0.20s_d0.3_s[9.0,7.0,1.0]_m[7.0,5.0,1.0]",PHAT,142.958,130.7,0.00464,"[0.0, 134.72, 130.44, 126.94]",0.2,0.325,"[9, 7, 1]","[7, 5, 1]"
231,"sim_T0.20s_d0.3_s[9.0,7.0,1.0]_m[7.0,5.0,1.0]",SCOT,142.958,130.7,0.00464,"[0.0, 134.72, 130.44, 126.94]",0.2,0.325,"[9, 7, 1]","[7, 5, 1]"
232,"sim_T0.20s_d0.3_s[9.0,7.0,1.0]_m[7.0,5.0,1.0]",ECKART,142.958,121.453,0.01427,"[0.0, 118.93, 122.59, 122.84]",0.2,0.325,"[9, 7, 1]","[7, 5, 1]"
233,"sim_T0.20s_d0.3_s[9.0,7.0,1.0]_m[7.0,5.0,1.0]",HT,142.958,130.7,0.00464,"[0.0, 134.72, 130.44, 126.94]",0.2,0.325,"[9, 7, 1]","[7, 5, 1]"
234,"sim_T0.20s_d0.3_s[9.0,7.0,1.0]_m[7.0,6.0,1.0]",Classic,159.326,150.18,0.00258,"[0.0, 154.35, 150.28, 145.91]",0.2,0.325,"[9, 7, 1]","[7, 6, 1]"
235,"sim_T0.20s_d0.3_s[9.0,7.0,1.0]_m[7.0,6.0,1.0]",ROTH,159.326,150.18,0.00258,"[0.0, 154.35, 150.28, 145.91]",0.2,0.325,"[9, 7, 1]","[7, 6, 1]"
236,"sim_T0.20s_d0.3_s[9.0,7.0,1.0]_m[7.0,6.0,1.0]",PHAT,159.326,150.18,0.00258,"[0.0, 154.35, 150.28, 145.91]",0.2,0.325,"[9, 7, 1]","[7, 6, 1]"
237,"sim_T0.20s_d0.3_s[9.0,7.0,1.0]_m[7.0,6.0,1.0]",SCOT,159.326,150.18,0.00258,"[0.0, 154.35, 150.28, 145.91]",0.2,0.325,"[9, 7, 1]","[7, 6, 1]"
